name,artist,dim_1,dim_2,name_artist
Basta Ya,The Marías,-3.4396188,-5.1700974,Basta Ya - The Marías
真夏の夜の夢,Yumi Matsutoya,19.328934,9.860457,真夏の夜の夢 - Yumi Matsutoya
Season,Alisa Takigawa,12.34605,8.658653,Season - Alisa Takigawa
Yellow Vision,Jachary,-3.3610966,7.585549,Yellow Vision - Jachary
Even If It Hurts,Tei Shi,4.9897246,-2.3602846,Even If It Hurts - Tei Shi
"Rest Easy, I'll See You Again",Cuco,3.5855072,-2.0680501,"Rest Easy, I'll See You Again - Cuco"
Loading,Central Cee,-3.8679862,5.87134,Loading - Central Cee
Codeine Dreaming (feat. Lil Wayne),Kodak Black,-10.514813,-2.1110888,Codeine Dreaming (feat. Lil Wayne) - Kodak Black
Mango Sweet,Bran Movay,-1.9782959,7.2873,Mango Sweet - Bran Movay
Flowery Flat,Kenichiro Nishihara,-2.3895552,7.7072225,Flowery Flat - Kenichiro Nishihara
Spring,Trifect,-2.5829723,7.7206726,Spring - Trifect
Hello Clouds - Original Mix,Justin Martin,-2.759312,6.740419,Hello Clouds - Original Mix - Justin Martin
KITTY WITH A KNIFE,H I N A N O,-3.473613,4.3577247,KITTY WITH A KNIFE - H I N A N O
Heartless,Kanye West,-13.812868,5.9105353,Heartless - Kanye West
It is raining feat. Maho Tomita,rerulili,14.683495,1.4719399,It is raining feat. Maho Tomita - rerulili
drive by,tiffi,-2.3674126,6.4150586,drive by - tiffi
Expressions,Grey Oakes,-3.5031617,6.22692,Expressions - Grey Oakes
Apollo,Last Dinosaurs,6.6053967,4.285721,Apollo - Last Dinosaurs
HOME,Asako Toki,11.006726,10.601717,HOME - Asako Toki
Just Exist,Eliza & The Delusionals,6.4745326,-10.082408,Just Exist - Eliza & The Delusionals
Fingertips,Leo Kalyan,-1.3017362,6.192378,Fingertips - Leo Kalyan
SpaceJellyfish - クラゲ,HoneyComeBear,9.761157,10.067868,SpaceJellyfish - クラゲ - HoneyComeBear
To You For You,John OFA Rhee,-1.2045829,16.712948,To You For You - John OFA Rhee
Bad Bitch,SwuM,-3.8149605,5.5164056,Bad Bitch - SwuM
Marco Polo,crwn,9.2851715,-11.536668,Marco Polo - crwn
Underdog,You Me At Six,11.091169,-9.54808,Underdog - You Me At Six
Little Too Late,Camino 84,-3.2715878,7.272202,Little Too Late - Camino 84
Last Time,Kero Uno,-3.452371,4.320104,Last Time - Kero Uno
Crying,Stellar,4.011259,19.107906,Crying - Stellar
Careless,Atwood,-13.376325,6.557044,Careless - Atwood
Stuck with U (with Justin Bieber),Ariana Grande,4.5144143,-0.9614846,Stuck with U (with Justin Bieber) - Ariana Grande
saturday,nafla,-1.7879127,14.1649885,saturday - nafla
P.S. I Love You,Supper Moment,2.2290106,9.297516,P.S. I Love You - Supper Moment
games,JAIE,-3.070712,4.7124615,games - JAIE
Ocean~,Kuwada,-3.195786,6.4016566,Ocean~ - Kuwada
Paranoid,"She, in the haze",12.286106,8.452039,"Paranoid - She, in the haze"
Wild Thoughts,DJ Khaled,-10.331187,12.882665,Wild Thoughts - DJ Khaled
Ventura Highway,America,9.166869,-7.7881513,Ventura Highway - America
Do What I Want,Lil Uzi Vert,-14.107913,5.5113173,Do What I Want - Lil Uzi Vert
もう二度と戻れないあの頃に,Sokoninaru,15.240798,1.5820254,もう二度と戻れないあの頃に - Sokoninaru
失去尼歐,Fragile Girls,-3.1361678,-5.461628,失去尼歐 - Fragile Girls
Never Yours,BENNETT,-10.142406,13.213257,Never Yours - BENNETT
優しく鬼に,DADARAY,18.359589,10.302001,優しく鬼に - DADARAY
Kiss! Kiss! Kiss! One More Kiss!!,Inshow ha,9.065905,15.051563,Kiss! Kiss! Kiss! One More Kiss!! - Inshow ha
Black Pentagram,Unlucky Morpheus,16.429188,1.0125929,Black Pentagram - Unlucky Morpheus
Glitter,DJ Okawari,-2.4626231,7.960819,Glitter - DJ Okawari
Get With U,Clairo,-3.3206573,-5.7112746,Get With U - Clairo
MrTaxi,UNCHAIN,14.639426,1.3804414,MrTaxi - UNCHAIN
Twice As Nice,Cradle Orchestra,-4.1362333,5.9657197,Twice As Nice - Cradle Orchestra
ねぇ、,SHISHAMO,17.009113,-3.4856746,ねぇ、 - SHISHAMO
Snake,PAX,4.104447,-1.3412864,Snake - PAX
Chinatown,Harry Teardrop,4.667013,-3.247818,Chinatown - Harry Teardrop
Dissolve,Hibou,3.9157777,-0.8897368,Dissolve - Hibou
Love Me Less (feat. Kim Petras),MAX,-7.129429,0.789491,Love Me Less (feat. Kim Petras) - MAX
Right on Time,リアムMAZE1981,11.081588,10.203315,Right on Time - リアムMAZE1981
...baby one more time,The Marías,-3.4812956,-4.8629475,...baby one more time - The Marías
One Call Away,Emir Hermono,4.9006963,12.900197,One Call Away - Emir Hermono
Plants,Crumb,6.3528476,-9.070008,Plants - Crumb
Sirena (feat. Lauren Cruz) - Obi Remix,Deverano,-1.7213906,6.218136,Sirena (feat. Lauren Cruz) - Obi Remix - Deverano
I knew the end of love,大橋彩香,10.412703,8.417454,I knew the end of love - 大橋彩香
Endless Swimmer (True),Inshow ha,9.067084,15.063091,Endless Swimmer (True) - Inshow ha
無重力,Mizuki Ohira,11.521119,10.229887,無重力 - Mizuki Ohira
Swimming - JNTHN STEIN Remix,Joe Hertz,6.0348835,5.137036,Swimming - JNTHN STEIN Remix - Joe Hertz
Bad and Boujee (feat. Lil Uzi Vert),Migos,-10.090889,12.688002,Bad and Boujee (feat. Lil Uzi Vert) - Migos
Chateau Lobby #4 (in C for Two Virgins),Father John Misty,0.0070969337,-9.67754,Chateau Lobby #4 (in C for Two Virgins) - Father John Misty
Jasmine,Common Souls,-4.309902,4.426149,Jasmine - Common Souls
One Last Time,Summer Salt,6.672225,-9.9040165,One Last Time - Summer Salt
I'll Smile Even If It Hurts 아파도 웃을래,LADIES' CODE,3.8826513,17.535267,I'll Smile Even If It Hurts 아파도 웃을래 - LADIES' CODE
Scaredy Cat,DPR IAN,-13.326389,6.5250835,Scaredy Cat - DPR IAN
Come Back,Yeek,5.2390018,-2.3618603,Come Back - Yeek
真夜中のドア,Hiromi Iwasaki,18.678417,10.695172,真夜中のドア - Hiromi Iwasaki
Color Tokyo,THE ORAL CIGARETTES,10.575294,-0.34443212,Color Tokyo - THE ORAL CIGARETTES
44077,Metro-Ongen,10.285987,-0.754897,44077 - Metro-Ongen
愛與誠 - Live,Leo Ku,2.053387,10.442564,愛與誠 - Live - Leo Ku
Dress Down,Kaoru Akimoto,17.55332,11.130023,Dress Down - Kaoru Akimoto
คล้าย,Dept,6.45917,-10.016497,คล้าย - Dept
I Can Love You,Mary J. Blige,4.6447134,-0.8023336,I Can Love You - Mary J. Blige
Change of Generation (2018Ver.),Unlucky Morpheus,16.448233,0.9924878,Change of Generation (2018Ver.) - Unlucky Morpheus
Hikarino Houe,PSYQUI,12.307726,9.086017,Hikarino Houe - PSYQUI
片目で異常に恋してる,Genie High,21.542255,3.775444,片目で異常に恋してる - Genie High
Scope Set,$uicideboy$,-10.251027,-2.064074,Scope Set - $uicideboy$
何なんw,Fujii Kaze,18.083214,10.358711,何なんw - Fujii Kaze
Missing You,MY FIRST STORY,11.040601,8.149858,Missing You - MY FIRST STORY
Flavor Of Life - Ballad Version,Hikaru Utada,11.147766,10.438435,Flavor Of Life - Ballad Version - Hikaru Utada
bury a friend,Billie Eilish,3.8050578,-4.2015696,bury a friend - Billie Eilish
Malibu,Lucys,3.7446694,-1.3845367,Malibu - Lucys
聲音導航,Jay Fung,2.1922605,9.376469,聲音導航 - Jay Fung
RENTAL,BROCKHAMPTON,-10.029459,-1.4794941,RENTAL - BROCKHAMPTON
Only You Freestyle,Headie One,4.4597793,12.539061,Only You Freestyle - Headie One
Icu,OOHYO,4.4662924,17.797194,Icu - OOHYO
Beat It,Fall Out Boy,8.84244,-7.4625664,Beat It - Fall Out Boy
When I'm With You,Liltrxptendo,-2.7898371,5.8587933,When I'm With You - Liltrxptendo
Instagram,Shayne Orok,11.379855,10.452103,Instagram - Shayne Orok
SKIP,Crush,-1.2636617,16.77372,SKIP - Crush
[A]Ddiction,EVO+,10.740964,9.958553,[A]Ddiction - EVO+
Live My Life With You,MANDOBOii,-12.5783205,5.0439296,Live My Life With You - MANDOBOii
Sofia,Tiny Meat Gang,-13.855256,5.745767,Sofia - Tiny Meat Gang
あなたは煙草 私はシャボン,Lovely Summer Chan,19.756449,-0.91123444,あなたは煙草 私はシャボン - Lovely Summer Chan
beautiful - English ver.,oh sunshine,11.1800995,10.906471,beautiful - English ver. - oh sunshine
今夜はmedicine,FNCY,8.177525,14.602424,今夜はmedicine - FNCY
見たくないもの,KANA-BOON,12.559217,8.606918,見たくないもの - KANA-BOON
How High,whatever mike,3.818152,-4.190617,How High - whatever mike
Everytime (A Cappella),Smooth McGroove,-4.399989,4.6089416,Everytime (A Cappella) - Smooth McGroove
Pretty Girl,Clairo,-3.4307315,-4.622138,Pretty Girl - Clairo
Tunnel Vision,Kodak Black,-10.038994,-1.8983486,Tunnel Vision - Kodak Black
TRACE,WANIMA,21.16634,4.241545,TRACE - WANIMA
アイワナビー,STANCE PUNKS,16.409607,1.0307801,アイワナビー - STANCE PUNKS
I.F.L.Y.,Bazzi,4.8447475,-2.749999,I.F.L.Y. - Bazzi
I Don't Love You,My Chemical Romance,3.7642972,-0.8256123,I Don't Love You - My Chemical Romance
Because,Cheryl Thibideau,-3.2380893,7.329895,Because - Cheryl Thibideau
Juice (feat. Hoody),Phe R.E.D.S,-5.5260434,15.053118,Juice (feat. Hoody) - Phe R.E.D.S
아마도 그건,CRUSH,-5.4835033,15.006089,아마도 그건 - CRUSH
In My Room,Frank Ocean,-7.12915,0.79061466,In My Room - Frank Ocean
L$D,A$AP Rocky,-10.144125,-1.5994694,L$D - A$AP Rocky
I Love It (& Lil Pump),Kanye West,-13.702678,5.739262,I Love It (& Lil Pump) - Kanye West
I KNO V3,Victor Internet,4.7581615,-3.3605442,I KNO V3 - Victor Internet
誰明浪子心,Dave Wong,1.7696527,10.143178,誰明浪子心 - Dave Wong
常温じゃない関係,Inshow ha,9.161704,14.981393,常温じゃない関係 - Inshow ha
JUQUAKE,The Ju,-3.332929,5.381204,JUQUAKE - The Ju
Graduation,HYUKOH,-1.2634267,16.773092,Graduation - HYUKOH
Đã Lỡ Yêu Em Nhiều,JustaTee,-10.4399,-1.2420088,Đã Lỡ Yêu Em Nhiều - JustaTee
Kunoichi Demo Koi Ga Shitai,Mikito P,15.374651,0.75093347,Kunoichi Demo Koi Ga Shitai - Mikito P
Dancin Closer to the Edge,Johnny Goth,3.4704926,-3.5881252,Dancin Closer to the Edge - Johnny Goth
Stay With Me,back number,20.963852,4.182186,Stay With Me - back number
Always,Yall,-2.0259058,7.815307,Always - Yall
"Can I Love ? (feat. youra, Meego)",Cosmic Boy,-1.7637815,14.139042,"Can I Love ? (feat. youra, Meego) - Cosmic Boy"
Main Chick,Marc E. Bassy,-3.643294,-1.3799278,Main Chick - Marc E. Bassy
Glow Like Dat,Rich Brian,4.746066,12.646908,Glow Like Dat - Rich Brian
Boyfriend,Mom,15.965382,-3.8432803,Boyfriend - Mom
Pristine,Snail Mail,0.098765336,-9.630538,Pristine - Snail Mail
Sink into the Floor,Feng Suave,-3.5607784,-5.410748,Sink into the Floor - Feng Suave
ブルーバード - Slushii Remix,Ikimonogakari,11.768818,8.343643,ブルーバード - Slushii Remix - Ikimonogakari
Mars,Feyde,-2.5050278,5.303291,Mars - Feyde
Sushi,Selfsteam,-3.2097433,7.7519364,Sushi - Selfsteam
Drunk,Rocco Bunko,-4.200384,4.7938094,Drunk - Rocco Bunko
Sriracha,Marteen,-3.2434647,7.833194,Sriracha - Marteen
Beach House,boy pablo,-2.9403682,-5.848319,Beach House - boy pablo
阿波羅,RubberBand,2.9176495,8.964381,阿波羅 - RubberBand
Small Blue Sailboat,Swinging Popsicle,8.334176,16.129799,Small Blue Sailboat - Swinging Popsicle
My Everything,MAMAMOO,11.442726,5.342696,My Everything - MAMAMOO
Mr-Ambiguous,MAMAMOO,11.696515,5.566793,Mr-Ambiguous - MAMAMOO
SONIC WAVE,Tempalay,16.816925,-4.09222,SONIC WAVE - Tempalay
Swang,Rae Sremmurd,-9.928765,12.879647,Swang - Rae Sremmurd
Beautiful (feat. Camila Cabello),Bazzi,4.1430273,-3.0860405,Beautiful (feat. Camila Cabello) - Bazzi
Crazy Now,Aerial East,-3.0978792,5.7209954,Crazy Now - Aerial East
Uprising,Muse,9.195816,-7.360336,Uprising - Muse
Peach Pit,Peach Pit,0.093210116,-9.646952,Peach Pit - Peach Pit
supermarket,TOKYO HEALTH CLUB,8.210424,14.637206,supermarket - TOKYO HEALTH CLUB
Monday Morning,Heavenstamp,11.244415,8.886235,Monday Morning - Heavenstamp
ナンバーツー,焚吐,10.833827,9.062038,ナンバーツー - 焚吐
Rythm of the Rain - Digitally Remastered,The Cascades,5.664449,-2.2568245,Rythm of the Rain - Digitally Remastered - The Cascades
Let It Die ~always see you there~,Winnie,12.555606,8.775281,Let It Die ~always see you there~ - Winnie
Fool (If You Think It's Over) - Live at Oxford New Theatre 14th April 2006,Chris Rea,9.345374,-7.707565,Fool (If You Think It's Over) - Live at Oxford New Theatre 14th April 2006 - Chris Rea
Find Out,khai dreams,-3.3218184,-4.0707135,Find Out - khai dreams
City Nightlife - Original Mix,architecture in tokyo,-1.3541614,6.55907,City Nightlife - Original Mix - architecture in tokyo
Fuck You,Lily Allen,5.153765,-0.837468,Fuck You - Lily Allen
Solo,Samsa,-12.845157,5.9824686,Solo - Samsa
Sunset (2019 Y.Nakamura Remastering),Blu-Swing,10.015642,9.368971,Sunset (2019 Y.Nakamura Remastering) - Blu-Swing
Million Ways to Love You,FrankJavCee,-3.3848724,7.328581,Million Ways to Love You - FrankJavCee
Adicto (feat. Marc Anthony),Prince Royce,4.3459134,12.6755,Adicto (feat. Marc Anthony) - Prince Royce
思秋期,Hiromi Iwasaki,17.474554,10.01942,思秋期 - Hiromi Iwasaki
Hydrocodone,Cuco,4.3077016,-3.2514112,Hydrocodone - Cuco
Blue Moon,SPiCYSOL,18.835745,9.694443,Blue Moon - SPiCYSOL
Black Madonna,Cage The Elephant,11.952232,-9.025813,Black Madonna - Cage The Elephant
Nightshift,Tandems '91,5.93243,5.2698603,Nightshift - Tandems '91
Lo Que Siento - Audiotree Live Version,Cuco,3.6171606,-2.0573483,Lo Que Siento - Audiotree Live Version - Cuco
Eclipse,Inner Wave,6.277343,-9.490541,Eclipse - Inner Wave
Bubble Tea,dark cat,-2.7545843,7.0094194,Bubble Tea - dark cat
YOU & IDOL,Soutaiseiriron,12.265838,-6.499737,YOU & IDOL - Soutaiseiriron
Lips,Artinb,-5.4750495,15.319338,Lips - Artinb
ヒミツ,POLKADOT STINGRAY,10.346129,-0.6825061,ヒミツ - POLKADOT STINGRAY
Rendezvous,Sik-K,-1.6677173,14.037141,Rendezvous - Sik-K
Forever Between Us (Pt. I),Dreamgirl,6.489219,-10.027475,Forever Between Us (Pt. I) - Dreamgirl
Slow Burn,Made in Heights,5.769789,-2.080609,Slow Burn - Made in Heights
better days,JAIE,-4.6411843,4.2886977,better days - JAIE
Lets Just Stay Here,Zach Farache,-4.291097,4.476101,Lets Just Stay Here - Zach Farache
Conga,Gloria Estefan,5.754902,-1.9751889,Conga - Gloria Estefan
Stay Tune,Suchmos,16.979103,-3.4795034,Stay Tune - Suchmos
Heart Attack - Snakehips Remix,Flight Facilities,-9.666328,-6.813528,Heart Attack - Snakehips Remix - Flight Facilities
flash back,江沼郁弥,11.5636015,9.620579,flash back - 江沼郁弥
Florida,ultramodernista,4.8239236,-2.506721,Florida - ultramodernista
Trapped in Your Universe,Fat Camp,5.9378285,5.304597,Trapped in Your Universe - Fat Camp
Flowers for All Occasions,Blood Cultures,6.719465,4.7657537,Flowers for All Occasions - Blood Cultures
Tangled,Maroon 5,4.8957925,-0.7189044,Tangled - Maroon 5
Baby You're a Haunted House,Gerard Way,8.842668,-7.486534,Baby You're a Haunted House - Gerard Way
Good Place,jeebanoff,-1.7746412,14.193246,Good Place - jeebanoff
I Don't Know You,The Marías,-3.3576438,-4.5762753,I Don't Know You - The Marías
Lovestained,Hope Tala,6.182265,4.444698,Lovestained - Hope Tala
好心分手,Candy Lo,2.0249166,10.36018,好心分手 - Candy Lo
YA,LEE MINHYUK (HUTA),4.8902826,18.198938,YA - LEE MINHYUK (HUTA)
花,ORANGE RANGE,17.638445,10.000333,花 - ORANGE RANGE
Losin Control,Russ,-10.310709,-1.109624,Losin Control - Russ
Star - Rain Version,HEIZE,3.987937,17.469002,Star - Rain Version - HEIZE
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,-10.498199,12.988394,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors) - Lil Wayne"
Sakura,Fariz RM,4.247581,-3.5701008,Sakura - Fariz RM
Jazz Bar,Dreamcatcher,10.370965,8.4236355,Jazz Bar - Dreamcatcher
Could've,weird inside,-4.578715,4.387322,Could've - weird inside
Hoshikuzu no Stage,The Checkers,9.833966,9.681593,Hoshikuzu no Stage - The Checkers
What 2 Do,DEAN,6.6524568,11.714097,What 2 Do - DEAN
Don't Stop The Music feat.森高千里,tofubeats,18.343935,9.337012,Don't Stop The Music feat.森高千里 - tofubeats
What I want to say,ACOURVE,3.8395205,17.908766,What I want to say - ACOURVE
Never Be the Same,Surf Rock Is Dead,6.769239,4.3177924,Never Be the Same - Surf Rock Is Dead
Holding Your Hand,Yung Bae,10.933455,10.434879,Holding Your Hand - Yung Bae
Night Club Band,Raymond Wong,-4.146643,6.3292108,Night Club Band - Raymond Wong
Re:Re: (2016 Version),ASIAN KUNG-FU GENERATION,19.334114,9.866489,Re:Re: (2016 Version) - ASIAN KUNG-FU GENERATION
After Hours,The Weeknd,3.9118066,-1.8597726,After Hours - The Weeknd
The Beginning,ONE OK ROCK,12.451082,8.488104,The Beginning - ONE OK ROCK
Stand by me & you,Sambomaster,21.300632,4.095806,Stand by me & you - Sambomaster
I THINK,"Tyler, The Creator",-10.034776,-1.9476242,"I THINK - Tyler, The Creator"
Lean On Me,KASPER,-5.5216103,15.001796,Lean On Me - KASPER
The Less I Know The Better,Tame Impala,-1.8909557,7.797682,The Less I Know The Better - Tame Impala
No Scrubs,竹内アンナ,4.57126,-0.87757015,No Scrubs - 竹内アンナ
Best Boy Friend,CHANMINA,8.216286,14.645587,Best Boy Friend - CHANMINA
Coffee,beabadoobee,-3.1054487,-5.916196,Coffee - beabadoobee
Magnolia,Playboi Carti,-10.422141,-2.1560926,Magnolia - Playboi Carti
No Heart,21 Savage,-10.677792,-1.9382035,No Heart - 21 Savage
UP IN SMOKE,MONYPETZJNKMN,-13.731206,6.067763,UP IN SMOKE - MONYPETZJNKMN
never tell u,fredo disco,-10.579331,7.2869067,never tell u - fredo disco
ベニクラゲ,POLKADOT STINGRAY,10.280269,-0.76254654,ベニクラゲ - POLKADOT STINGRAY
Tuyo,Rodrigo Amarante,-3.5227692,6.095321,Tuyo - Rodrigo Amarante
Everything Falls Apart,rei brown,-4.1596007,4.1894526,Everything Falls Apart - rei brown
ナツゾラ,HoneyComeBear,9.765519,10.0623255,ナツゾラ - HoneyComeBear
Sad Love Song,KozyPop,-1.1135956,16.607384,Sad Love Song - KozyPop
Absinthe,I DONT KNOW HOW BUT THEY FOUND ME,0.031160636,-9.607945,Absinthe - I DONT KNOW HOW BUT THEY FOUND ME
ベッドルーム・シェイク・サマー,domico,11.6297455,-9.233621,ベッドルーム・シェイク・サマー - domico
Honey Tea,OOHYO,3.7486095,17.837046,Honey Tea - OOHYO
LOST ONE,Epik High,4.5641193,16.706446,LOST ONE - Epik High
GIRLS,Good Intent,-3.2296567,7.853374,GIRLS - Good Intent
Dreams,Kasey Andre,-2.2602487,7.728912,Dreams - Kasey Andre
I Like,Good Intent,-3.024152,7.358152,I Like - Good Intent
Hi Freq Girl,Drummakid,-2.5804148,6.775037,Hi Freq Girl - Drummakid
Little Joy,Kurosuke,6.2268944,4.0457487,Little Joy - Kurosuke
Power Lines,Telekinesis,6.695193,4.599315,Power Lines - Telekinesis
Egoist,School Food Punishment,21.494171,3.8494756,Egoist - School Food Punishment
Flamingo,Kenshi Yonezu,9.989936,9.436028,Flamingo - Kenshi Yonezu
SUNFLOWER GIRL,Tobey Lynn,-2.3298497,6.122649,SUNFLOWER GIRL - Tobey Lynn
worldstar money (interlude),Joji,3.6156006,-4.313639,worldstar money (interlude) - Joji
Untrust in Us Together,Clarence Clarity,5.174084,-1.0880569,Untrust in Us Together - Clarence Clarity
WASABI,Gaki Ranger,-13.990005,5.6594405,WASABI - Gaki Ranger
"break up with your girlfriend, i'm bored",Ariana Grande,4.0759077,-1.1535615,"break up with your girlfriend, i'm bored - Ariana Grande"
Little by Little,The Marías,-3.5163584,-5.0585523,Little by Little - The Marías
Her,eery,-4.128769,5.292624,Her - eery
Henny in the Hamptons,Bren Joy,-9.687023,-6.8358083,Henny in the Hamptons - Bren Joy
Never Know,6LACK,-9.875318,-1.5818357,Never Know - 6LACK
A Dream Goes on Forever - 2015 Remaster,Todd Rundgren,12.120845,-3.9867618,A Dream Goes on Forever - 2015 Remaster - Todd Rundgren
日常と地球の額縁,Hitorie,8.874561,-7.4277153,日常と地球の額縁 - Hitorie
Only When (feat. Michael Blume),Kero Uno,-3.3003123,6.036736,Only When (feat. Michael Blume) - Kero Uno
人間に告ぐ,LAST ALLIANCE,12.605784,8.804045,人間に告ぐ - LAST ALLIANCE
Good Times Bad Times,Rie Tomosaka,18.452032,9.474215,Good Times Bad Times - Rie Tomosaka
Beach Bummer,No Vacation,0.025546115,-9.687811,Beach Bummer - No Vacation
Because,Yung Heazy,3.6047204,-1.40363,Because - Yung Heazy
Too Bad,Bedroom,-4.5888314,4.288012,Too Bad - Bedroom
My Love,maye,-10.626761,7.324332,My Love - maye
Thang Dien,JustaTee,-10.517438,-1.3579581,Thang Dien - JustaTee
In the Clouds,Reckless Escapades,-1.711319,5.8900275,In the Clouds - Reckless Escapades
"Secret, Secret",Inshow ha,9.060339,15.027776,"Secret, Secret - Inshow ha"
1 0 0 . m i l ‘ (with Bas),J. Cole,-10.288739,-1.4581906,1 0 0 . m i l ‘ (with Bas) - J. Cole
To be continued...,flumpool,15.1575575,1.4007746,To be continued... - flumpool
乱反射ガール,Asako Toki,9.859422,9.965126,乱反射ガール - Asako Toki
Sway (Quien Sera),Dean Martin,-4.268789,4.8959455,Sway (Quien Sera) - Dean Martin
Mood (Find You)/Time,The Code,-12.775842,5.1103077,Mood (Find You)/Time - The Code
But Maybe,Maddox,-2.1200228,7.476253,But Maybe - Maddox
Malaguena Salerosa,Chingon,-3.6438465,4.7112403,Malaguena Salerosa - Chingon
マインドボイス,Kano,10.552156,10.107146,マインドボイス - Kano
You Fuckers Were Asking for This One - Boin Edit,Rav,-13.75171,6.1041336,You Fuckers Were Asking for This One - Boin Edit - Rav
Was It Something I Said (feat. Cavetown),MyKey,-3.2865226,-4.3475943,Was It Something I Said (feat. Cavetown) - MyKey
Valió la Pena - Salsa Version,Marc Anthony,4.984823,-2.669877,Valió la Pena - Salsa Version - Marc Anthony
ハルカカナタ,UNLIMITS,21.01178,4.413584,ハルカカナタ - UNLIMITS
Ningen Sokkuri,plenty,17.270891,-2.922335,Ningen Sokkuri - plenty
經過一些秋與冬,Dear Jane,2.2820523,9.239474,經過一些秋與冬 - Dear Jane
anschluss,the cabs,15.385212,0.8704976,anschluss - the cabs
Babybaby No Yume,TANUKI,10.734377,9.064379,Babybaby No Yume - TANUKI
LOVE STORY,Epik High,4.5639324,16.696554,LOVE STORY - Epik High
Vivir Lo Nuestro,LA INDIA,-3.865667,6.3168917,Vivir Lo Nuestro - LA INDIA
Wasting Time,Frivolous,-3.5214567,7.155779,Wasting Time - Frivolous
Look Alive (feat. Drake),BlocBoy JB,-10.6569395,12.872937,Look Alive (feat. Drake) - BlocBoy JB
PIZZA,OOHYO,4.836256,18.4446,PIZZA - OOHYO
Fake Friends - NAJ Edit,Emir Hermono,4.5076003,13.022866,Fake Friends - NAJ Edit - Emir Hermono
Sweet to Me,Summer Salt,6.3202634,-9.188589,Sweet to Me - Summer Salt
因為你承載了我的靈魂,Fragile Girls,-2.8999043,-5.277296,因為你承載了我的靈魂 - Fragile Girls
Complexion,Su Na,-3.0070908,5.063843,Complexion - Su Na
蝶々結び,Aimer,14.816016,1.4143399,蝶々結び - Aimer
Brave (Single Cut),OOHYO,4.0058813,18.434374,Brave (Single Cut) - OOHYO
Omertà,Good Intent,-3.3770428,7.2082615,Omertà - Good Intent
明日こそは/It’s not over yet,KIRINJI,18.911282,10.839965,明日こそは/It’s not over yet - KIRINJI
Love Story,Fausto Papetti,-4.235427,3.9197705,Love Story - Fausto Papetti
I Dont Wanna Know Her,Timmies,-3.0651002,4.819369,I Dont Wanna Know Her - Timmies
Midnight Snack,HOMESHAKE,6.2778234,-9.29463,Midnight Snack - HOMESHAKE
Bar,Wooderd Chiarie,11.705113,9.766403,Bar - Wooderd Chiarie
Garden,Grady,-2.8921876,-4.1985493,Garden - Grady
通り恋,indigo la End,12.15426,-6.386366,通り恋 - indigo la End
Begging,Dantes,-4.585769,4.5433617,Begging - Dantes
Somewhere,plenty,17.197653,-4.418025,Somewhere - plenty
棄てるなどして,Izumi Makura,8.726185,14.970247,棄てるなどして - Izumi Makura
Give It All up,SRNO,-10.087363,13.166463,Give It All up - SRNO
Rondo,EVO+,11.129293,10.680161,Rondo - EVO+
Primadonna,MARINA,8.643411,-3.0220072,Primadonna - MARINA
アオイトリ,fumika,20.665117,3.8529723,アオイトリ - fumika
oui,Jeremih,-10.334556,12.883923,oui - Jeremih
Roses,Manwolves,-2.4949765,7.5346727,Roses - Manwolves
Mayonaka no Door / Stay with Me,Miki Matsubara,18.406435,9.453415,Mayonaka no Door / Stay with Me - Miki Matsubara
A Cruel Angel's Thesis - Director's Edit Version,Shiro Sagisu,9.831973,9.931874,A Cruel Angel's Thesis - Director's Edit Version - Shiro Sagisu
Sunny - Extended Mix,Trauma,-2.5798059,6.4680095,Sunny - Extended Mix - Trauma
wish you were gay,Billie Eilish,3.9124122,-3.6633904,wish you were gay - Billie Eilish
when I leave,slchld,4.8676643,18.24455,when I leave - slchld
close to you,yonawo,15.268455,-3.8482952,close to you - yonawo
Blur,Milky Day,-4.134335,3.9593074,Blur - Milky Day
Grace,OOHYO,3.7082942,17.563654,Grace - OOHYO
Cat's Eyes and Rosebuds,So Much Light,-2.2449434,6.2131395,Cat's Eyes and Rosebuds - So Much Light
Watch Me Dance,Tom Misch,-2.8409793,-5.115731,Watch Me Dance - Tom Misch
the reaper,keshi,3.6511552,-1.3887194,the reaper - keshi
Caroline Cover,Reddi Rocket,-3.4945247,5.345837,Caroline Cover - Reddi Rocket
Collect,Pretty Boy Aaron,-2.2816055,6.250528,Collect - Pretty Boy Aaron
Rusalka,HIZAKI,-0.94304043,6.1884646,Rusalka - HIZAKI
Tandem Unicycle,Chris Wright,-13.375973,6.5354457,Tandem Unicycle - Chris Wright
Vita o morte,Reality Club,-2.5018475,-4.115039,Vita o morte - Reality Club
Smile More,Syd,6.141327,4.3622494,Smile More - Syd
boyfriend,Maasho,-3.0634518,4.830359,boyfriend - Maasho
陪妳過假日,Leo王,-7.1288767,0.7906102,陪妳過假日 - Leo王
fever dream - Shawn Wasabi remix,mxmtoon,-2.791615,-3.6698563,fever dream - Shawn Wasabi remix - mxmtoon
History (feat. Rich Brian) - Robotaki Remix,88rising,4.284437,12.714547,History (feat. Rich Brian) - Robotaki Remix - 88rising
